,date,exercise_date,close,contract_type,exercise_price,maturity
169197,2020-07-31,2020-08-26,0.4184,put,3.7,0.07123287671232877
153216,2020-07-31,2020-09-23,0.3287,call,3.0,0.14794520547945206
167787,2020-07-31,2020-08-26,0.0571,call,3.4,0.07123287671232877
165122,2020-07-31,2020-12-23,0.0222,put,2.514,0.3972602739726027
166986,2020-07-31,2020-08-26,0.5414,call,2.75,0.07123287671232877
167717,2020-07-31,2020-08-26,0.105,put,3.3,0.07123287671232877
154357,2020-07-31,2020-09-23,0.0262,put,2.9,0.14794520547945206
162338,2020-07-31,2020-12-23,0.6122,call,2.661,0.3972602739726027
168132,2020-07-31,2020-08-26,0.0347,call,3.5,0.07123287671232877
155335,2020-07-31,2020-09-23,0.2057,put,3.4,0.14794520547945206
166864,2020-07-31,2020-12-23,0.2269,put,3.253,0.3972602739726027
157589,2020-07-31,2020-09-23,0.6345,call,2.65,0.14794520547945206
168627,2020-07-31,2020-08-26,0.3279,put,3.6,0.07123287671232877
162830,2020-07-31,2020-12-23,0.4955,call,2.809,0.3972602739726027
162994,2020-07-31,2020-12-23,0.4525,call,2.859,0.3972602739726027
153868,2020-07-31,2020-09-23,0.0946,call,3.4,0.14794520547945206
167867,2020-07-31,2020-12-23,0.1716,call,3.351,0.3972602739726027
160979,2020-07-31,2020-09-23,0.0037,put,2.35,0.14794520547945206
158233,2020-07-31,2020-09-23,0.0073,put,2.6,0.14794520547945206
163158,2020-07-31,2020-12-23,0.4192,call,2.908,0.3972602739726027
154683,2020-07-31,2020-09-23,0.0421,put,3.0,0.14794520547945206
167827,2020-07-31,2020-08-26,0.1657,put,3.4,0.07123287671232877
157428,2020-07-31,2020-09-23,0.6992,call,2.6,0.14794520547945206
167416,2020-07-31,2020-08-26,0.0045,put,2.8,0.07123287671232877
167330,2020-07-31,2020-08-26,0.0947,call,3.3,0.07123287671232877
162174,2020-07-31,2020-12-23,0.6644,call,2.612,0.3972602739726027
164470,2020-07-31,2020-12-23,0.072,put,2.859,0.3972602739726027
169234,2020-07-31,2020-08-26,0.5106,put,3.8,0.07123287671232877
167986,2020-07-31,2020-12-23,0.2862,put,3.351,0.3972602739726027
154520,2020-07-31,2020-09-23,0.0342,put,2.95,0.14794520547945206
158394,2020-07-31,2020-09-23,0.0089,put,2.65,0.14794520547945206
166739,2020-07-31,2020-12-23,0.2113,call,3.253,0.3972602739726027
155533,2020-07-31,2020-09-23,0.5454,call,2.75,0.14794520547945206
166434,2020-07-31,2020-12-23,0.2618,call,3.154,0.3972602739726027
157267,2020-07-31,2020-09-23,0.7508,call,2.55,0.14794520547945206
154194,2020-07-31,2020-09-23,0.0211,put,2.85,0.14794520547945206
167502,2020-07-31,2020-08-26,0.0083,put,2.9,0.07123287671232877
165315,2020-07-31,2020-12-23,0.313,call,3.056,0.3972602739726027
162666,2020-07-31,2020-12-23,0.5316,call,2.76,0.3972602739726027
167244,2020-07-31,2020-08-26,0.2231,call,3.1,0.07123287671232877
160539,2020-07-31,2020-09-23,0.0049,put,2.45,0.14794520547945206
167545,2020-07-31,2020-08-26,0.0113,put,2.95,0.07123287671232877
168781,2020-07-31,2020-12-23,0.1104,call,3.549,0.3972602739726027
153542,2020-07-31,2020-09-23,0.1881,call,3.2,0.14794520547945206
167158,2020-07-31,2020-08-26,0.3552,call,2.95,0.07123287671232877
162010,2020-07-31,2020-12-23,0.7087,call,2.563,0.3972602739726027
168328,2020-07-31,2020-12-23,0.1383,call,3.45,0.3972602739726027
158072,2020-07-31,2020-09-23,0.0068,put,2.55,0.14794520547945206
155172,2020-07-31,2020-09-23,0.1488,put,3.3,0.14794520547945206
167201,2020-07-31,2020-08-26,0.3073,call,3.0,0.07123287671232877
155695,2020-07-31,2020-09-23,0.0134,put,2.75,0.14794520547945206
168898,2020-07-31,2020-12-23,0.424,put,3.549,0.3972602739726027
153705,2020-07-31,2020-09-23,0.1328,call,3.3,0.14794520547945206
168446,2020-07-31,2020-12-23,0.3508,put,3.45,0.3972602739726027
154031,2020-07-31,2020-09-23,0.0165,put,2.8,0.14794520547945206
157750,2020-07-31,2020-09-23,0.5945,call,2.7,0.14794520547945206
157106,2020-07-31,2020-09-23,0.7877,call,2.5,0.14794520547945206
168589,2020-07-31,2020-08-26,0.0212,call,3.6,0.07123287671232877
162502,2020-07-31,2020-12-23,0.5758,call,2.711,0.3972602739726027
167115,2020-07-31,2020-08-26,0.4009,call,2.9,0.07123287671232877
164960,2020-07-31,2020-12-23,0.7508,call,2.514,0.3972602739726027
164634,2020-07-31,2020-12-23,0.085,put,2.908,0.3972602739726027
167459,2020-07-31,2020-08-26,0.006,put,2.85,0.07123287671232877
167674,2020-07-31,2020-08-26,0.0607,put,3.2,0.07123287671232877
167029,2020-07-31,2020-08-26,0.4934,call,2.8,0.07123287671232877
166572,2020-07-31,2020-12-23,0.177,put,3.154,0.3972602739726027
160851,2020-07-31,2020-09-23,0.935,call,2.35,0.14794520547945206
158555,2020-07-31,2020-09-23,0.0109,put,2.7,0.14794520547945206
168171,2020-07-31,2020-08-26,0.242,put,3.5,0.07123287671232877
160281,2020-07-31,2020-09-23,0.8456,call,2.45,0.14794520547945206
168723,2020-07-31,2020-09-23,0.3558,put,3.6,0.14794520547945206
160152,2020-07-31,2020-09-23,0.8853,call,2.4,0.14794520547945206
153379,2020-07-31,2020-09-23,0.2512,call,3.1,0.14794520547945206
169086,2020-07-31,2020-08-26,0.0137,call,3.7,0.07123287671232877
155009,2020-07-31,2020-09-23,0.1005,put,3.2,0.14794520547945206
167631,2020-07-31,2020-08-26,0.032,put,3.1,0.07123287671232877
165474,2020-07-31,2020-12-23,0.1349,put,3.056,0.3972602739726027
167072,2020-07-31,2020-08-26,0.4484,call,2.85,0.07123287671232877
167287,2020-07-31,2020-08-26,0.1507,call,3.2,0.07123287671232877
168210,2020-07-31,2020-09-23,0.0656,call,3.5,0.14794520547945206
167588,2020-07-31,2020-08-26,0.016,put,3.0,0.07123287671232877
168269,2020-07-31,2020-09-23,0.2763,put,3.5,0.14794520547945206
167373,2020-07-31,2020-08-26,0.003,put,2.75,0.07123287671232877
160410,2020-07-31,2020-09-23,0.0042,put,2.4,0.14794520547945206
164142,2020-07-31,2020-12-23,0.05,put,2.76,0.3972602739726027
169766,2020-07-31,2020-12-23,0.0714,call,3.746,0.3972602739726027
163486,2020-07-31,2020-12-23,0.026,put,2.563,0.3972602739726027
152564,2020-07-31,2020-09-23,0.5048,call,2.8,0.14794520547945206
169308,2020-07-31,2020-09-23,0.0336,call,3.7,0.14794520547945206
169479,2020-07-31,2020-09-23,0.4448,put,3.7,0.14794520547945206
171964,2020-07-31,2021-03-24,0.1424,put,2.957,0.6465753424657534
163650,2020-07-31,2020-12-23,0.031,put,2.612,0.3972602739726027
171475,2020-07-31,2021-03-24,0.165,call,3.549,0.6465753424657534
170114,2020-07-31,2020-12-23,0.581,put,3.746,0.3972602739726027
173266,2020-07-31,2021-03-24,0.4949,call,2.859,0.6465753424657534
173427,2020-07-31,2021-03-24,0.1106,put,2.859,0.6465753424657534
169422,2020-07-31,2020-09-23,0.0179,call,3.9,0.14794520547945206
170986,2020-07-31,2021-03-24,0.2659,call,3.253,0.6465753424657534
170497,2020-07-31,2021-03-24,0.4358,call,2.957,0.6465753424657534
172616,2020-07-31,2021-03-24,0.3346,put,3.351,0.6465753424657534
153053,2020-07-31,2020-09-23,0.37,call,2.95,0.14794520547945206
172127,2020-07-31,2021-03-24,0.1791,put,3.056,0.6465753424657534
164306,2020-07-31,2020-12-23,0.0614,put,2.809,0.3972602739726027
169593,2020-07-31,2020-09-23,0.6255,put,3.9,0.14794520547945206
152890,2020-07-31,2020-09-23,0.4161,call,2.9,0.14794520547945206
163814,2020-07-31,2020-12-23,0.0369,put,2.661,0.3972602739726027
169882,2020-07-31,2020-12-23,0.0566,call,3.844,0.3972602739726027
172453,2020-07-31,2021-03-24,0.2777,put,3.253,0.6465753424657534
169998,2020-07-31,2020-12-23,0.5022,put,3.647,0.3972602739726027
152727,2020-07-31,2020-09-23,0.457,call,2.85,0.14794520547945206
170823,2020-07-31,2021-03-24,0.3187,call,3.154,0.6465753424657534
172290,2020-07-31,2021-03-24,0.2218,put,3.154,0.6465753424657534
169365,2020-07-31,2020-09-23,0.0245,call,3.8,0.14794520547945206
170660,2020-07-31,2021-03-24,0.3775,call,3.056,0.6465753424657534
163322,2020-07-31,2020-12-23,0.3808,call,2.957,0.3972602739726027
171312,2020-07-31,2021-03-24,0.196,call,3.45,0.6465753424657534
170230,2020-07-31,2020-12-23,0.6831,put,3.844,0.3972602739726027
171801,2020-07-31,2021-03-24,0.1261,put,2.908,0.6465753424657534
169271,2020-07-31,2020-08-26,0.6119,put,3.9,0.07123287671232877
172779,2020-07-31,2021-03-24,0.3981,put,3.45,0.6465753424657534
173105,2020-07-31,2021-03-24,0.539,put,3.647,0.6465753424657534
171149,2020-07-31,2021-03-24,0.2314,call,3.351,0.6465753424657534
171638,2020-07-31,2021-03-24,0.136,call,3.647,0.6465753424657534
172942,2020-07-31,2021-03-24,0.4783,put,3.549,0.6465753424657534
169536,2020-07-31,2020-09-23,0.5564,put,3.8,0.14794520547945206
169650,2020-07-31,2020-12-23,0.0888,call,3.647,0.3972602739726027
163978,2020-07-31,2020-12-23,0.0441,put,2.711,0.3972602739726027
170334,2020-07-31,2021-03-24,0.4666,call,2.908,0.6465753424657534
157107,2020-08-03,2020-09-23,0.8071,call,2.5,0.13972602739726028
153869,2020-08-03,2020-09-23,0.1082,call,3.4,0.13972602739726028
162503,2020-08-03,2020-12-23,0.6061,call,2.711,0.38904109589041097
167788,2020-08-03,2020-08-26,0.0678,call,3.4,0.06301369863013699
154847,2020-08-03,2020-09-23,0.057,put,3.1,0.13972602739726028
167546,2020-08-03,2020-08-26,0.008,put,2.95,0.06301369863013699
170335,2020-08-03,2021-03-24,0.4901,call,2.908,0.6383561643835617
167417,2020-08-03,2020-08-26,0.003,put,2.8,0.06301369863013699
170661,2020-08-03,2021-03-24,0.397,call,3.056,0.6383561643835617
164307,2020-08-03,2020-12-23,0.0545,put,2.809,0.38904109589041097
169087,2020-08-03,2020-08-26,0.0161,call,3.7,0.06301369863013699
160540,2020-08-03,2020-09-23,0.0047,put,2.45,0.13972602739726028
172780,2020-08-03,2021-03-24,0.3702,put,3.45,0.6383561643835617
165123,2020-08-03,2020-12-23,0.0208,put,2.514,0.38904109589041097
155173,2020-08-03,2020-09-23,0.1326,put,3.3,0.13972602739726028
169366,2020-08-03,2020-09-23,0.0297,call,3.8,0.13972602739726028
167460,2020-08-03,2020-08-26,0.0042,put,2.85,0.06301369863013699
172291,2020-08-03,2021-03-24,0.2094,put,3.154,0.6383561643835617
152728,2020-08-03,2020-09-23,0.49,call,2.85,0.13972602739726028
167030,2020-08-03,2020-08-26,0.5299,call,2.8,0.06301369863013699
165316,2020-08-03,2020-12-23,0.3418,call,3.056,0.38904109589041097
172943,2020-08-03,2021-03-24,0.4502,put,3.549,0.6383561643835617
154684,2020-08-03,2020-09-23,0.0358,put,3.0,0.13972602739726028
172454,2020-08-03,2021-03-24,0.2584,put,3.253,0.6383561643835617
153380,2020-08-03,2020-09-23,0.2738,call,3.1,0.13972602739726028
169999,2020-08-03,2020-12-23,0.4858,put,3.647,0.38904109589041097
155336,2020-08-03,2020-09-23,0.1894,put,3.4,0.13972602739726028
167073,2020-08-03,2020-08-26,0.4822,call,2.85,0.06301369863013699
153054,2020-08-03,2020-09-23,0.3987,call,2.95,0.13972602739726028
167116,2020-08-03,2020-08-26,0.4342,call,2.9,0.06301369863013699
160153,2020-08-03,2020-09-23,0.9005,call,2.4,0.13972602739726028
168666,2020-08-03,2020-09-23,0.0548,call,3.6,0.13972602739726028
170231,2020-08-03,2020-12-23,0.6434,put,3.844,0.38904109589041097
167632,2020-08-03,2020-08-26,0.0238,put,3.1,0.06301369863013699
162667,2020-08-03,2020-12-23,0.5552,call,2.76,0.38904109589041097
163651,2020-08-03,2020-12-23,0.0279,put,2.612,0.38904109589041097
167331,2020-08-03,2020-08-26,0.1113,call,3.3,0.06301369863013699
169480,2020-08-03,2020-09-23,0.4208,put,3.7,0.13972602739726028
153706,2020-08-03,2020-09-23,0.1502,call,3.3,0.13972602739726028
155010,2020-08-03,2020-09-23,0.0893,put,3.2,0.13972602739726028
168724,2020-08-03,2020-09-23,0.334,put,3.6,0.13972602739726028
163487,2020-08-03,2020-12-23,0.0235,put,2.563,0.38904109589041097
164635,2020-08-03,2020-12-23,0.0768,put,2.908,0.38904109589041097
167589,2020-08-03,2020-08-26,0.0111,put,3.0,0.06301369863013699
173106,2020-08-03,2021-03-24,0.5194,put,3.647,0.6383561643835617
155534,2020-08-03,2020-09-23,0.583,call,2.75,0.13972602739726028
170498,2020-08-03,2021-03-24,0.4502,call,2.957,0.6383561643835617
165475,2020-08-03,2020-12-23,0.1234,put,3.056,0.38904109589041097
168782,2020-08-03,2020-12-23,0.1218,call,3.549,0.38904109589041097
167288,2020-08-03,2020-08-26,0.1708,call,3.2,0.06301369863013699
167245,2020-08-03,2020-08-26,0.245,call,3.1,0.06301369863013699
172617,2020-08-03,2021-03-24,0.3124,put,3.351,0.6383561643835617
167159,2020-08-03,2020-08-26,0.3805,call,2.95,0.06301369863013699
168899,2020-08-03,2020-12-23,0.398,put,3.549,0.38904109589041097
169423,2020-08-03,2020-09-23,0.0218,call,3.9,0.13972602739726028
167718,2020-08-03,2020-08-26,0.0832,put,3.3,0.06301369863013699
167202,2020-08-03,2020-08-26,0.3366,call,3.0,0.06301369863013699
157268,2020-08-03,2020-09-23,0.772,call,2.55,0.13972602739726028
167374,2020-08-03,2020-08-26,0.0022,put,2.75,0.06301369863013699
173267,2020-08-03,2021-03-24,0.5167,call,2.859,0.6383561643835617
169537,2020-08-03,2020-09-23,0.5184,put,3.8,0.13972602739726028
167675,2020-08-03,2020-08-26,0.0468,put,3.2,0.06301369863013699
155696,2020-08-03,2020-09-23,0.0115,put,2.75,0.13972602739726028
163979,2020-08-03,2020-12-23,0.0395,put,2.711,0.38904109589041097
170115,2020-08-03,2020-12-23,0.5605,put,3.746,0.38904109589041097
153543,2020-08-03,2020-09-23,0.2078,call,3.2,0.13972602739726028
164143,2020-08-03,2020-12-23,0.0454,put,2.76,0.38904109589041097
171313,2020-08-03,2021-03-24,0.2089,call,3.45,0.6383561643835617
169124,2020-08-03,2020-08-26,0.0111,call,3.8,0.06301369863013699
171802,2020-08-03,2021-03-24,0.1152,put,2.908,0.6383561643835617
168172,2020-08-03,2020-08-26,0.2158,put,3.5,0.06301369863013699
168590,2020-08-03,2020-08-26,0.0262,call,3.6,0.06301369863013699
157912,2020-08-03,2020-09-23,0.006,put,2.5,0.13972602739726028
169235,2020-08-03,2020-08-26,0.4791,put,3.8,0.06301369863013699
169767,2020-08-03,2020-12-23,0.0809,call,3.746,0.38904109589041097
169309,2020-08-03,2020-09-23,0.0398,call,3.7,0.13972602739726028
171965,2020-08-03,2021-03-24,0.1315,put,2.957,0.6383561643835617
153217,2020-08-03,2020-09-23,0.3558,call,3.0,0.13972602739726028
164961,2020-08-03,2020-12-23,0.782,call,2.514,0.38904109589041097
166435,2020-08-03,2020-12-23,0.2832,call,3.154,0.38904109589041097
168133,2020-08-03,2020-08-26,0.0417,call,3.5,0.06301369863013699
157751,2020-08-03,2020-09-23,0.6268,call,2.7,0.13972602739726028
166573,2020-08-03,2020-12-23,0.1638,put,3.154,0.38904109589041097
173428,2020-08-03,2021-03-24,0.1015,put,2.859,0.6383561643835617
171476,2020-08-03,2021-03-24,0.1783,call,3.549,0.6383561643835617
154521,2020-08-03,2020-09-23,0.0289,put,2.95,0.13972602739726028
158073,2020-08-03,2020-09-23,0.0061,put,2.55,0.13972602739726028
168211,2020-08-03,2020-09-23,0.0769,call,3.5,0.13972602739726028
163323,2020-08-03,2020-12-23,0.4107,call,2.957,0.38904109589041097
162011,2020-08-03,2020-12-23,0.7208,call,2.563,0.38904109589041097
168447,2020-08-03,2020-12-23,0.3285,put,3.45,0.38904109589041097
160411,2020-08-03,2020-09-23,0.0043,put,2.4,0.13972602739726028
158556,2020-08-03,2020-09-23,0.0096,put,2.7,0.13972602739726028
160282,2020-08-03,2020-09-23,0.869,call,2.45,0.13972602739726028
158395,2020-08-03,2020-09-23,0.0077,put,2.65,0.13972602739726028
171639,2020-08-03,2021-03-24,0.1522,call,3.647,0.6383561643835617
168329,2020-08-03,2020-12-23,0.1513,call,3.45,0.38904109589041097
160980,2020-08-03,2020-09-23,0.004,put,2.35,0.13972602739726028
170987,2020-08-03,2021-03-24,0.2903,call,3.253,0.6383561643835617
169651,2020-08-03,2020-12-23,0.0991,call,3.647,0.38904109589041097
169272,2020-08-03,2020-08-26,0.579,put,3.9,0.06301369863013699
154195,2020-08-03,2020-09-23,0.0178,put,2.85,0.13972602739726028
154032,2020-08-03,2020-09-23,0.014,put,2.8,0.13972602739726028
158234,2020-08-03,2020-09-23,0.007,put,2.6,0.13972602739726028
168270,2020-08-03,2020-09-23,0.2578,put,3.5,0.13972602739726028
171150,2020-08-03,2021-03-24,0.2458,call,3.351,0.6383561643835617
164471,2020-08-03,2020-12-23,0.0654,put,2.859,0.38904109589041097
152565,2020-08-03,2020-09-23,0.5353,call,2.8,0.13972602739726028
163159,2020-08-03,2020-12-23,0.4488,call,2.908,0.38904109589041097
162175,2020-08-03,2020-12-23,0.674,call,2.612,0.38904109589041097
154358,2020-08-03,2020-09-23,0.0232,put,2.9,0.13972602739726028
157429,2020-08-03,2020-09-23,0.7266,call,2.6,0.13972602739726028
162995,2020-08-03,2020-12-23,0.482,call,2.859,0.38904109589041097
167828,2020-08-03,2020-08-26,0.142,put,3.4,0.06301369863013699
162339,2020-08-03,2020-12-23,0.6384,call,2.661,0.38904109589041097
170824,2020-08-03,2021-03-24,0.3326,call,3.154,0.6383561643835617
162831,2020-08-03,2020-12-23,0.5101,call,2.809,0.38904109589041097
167868,2020-08-03,2020-12-23,0.1861,call,3.351,0.38904109589041097
166987,2020-08-03,2020-08-26,0.5757,call,2.75,0.06301369863013699
166865,2020-08-03,2020-12-23,0.2114,put,3.253,0.38904109589041097
169883,2020-08-03,2020-12-23,0.0646,call,3.844,0.38904109589041097
163815,2020-08-03,2020-12-23,0.0333,put,2.661,0.38904109589041097
169161,2020-08-03,2020-08-26,0.0075,call,3.9,0.06301369863013699
167987,2020-08-03,2020-12-23,0.2672,put,3.351,0.38904109589041097
168628,2020-08-03,2020-08-26,0.3,put,3.6,0.06301369863013699
152891,2020-08-03,2020-09-23,0.4419,call,2.9,0.13972602739726028
166740,2020-08-03,2020-12-23,0.23,call,3.253,0.38904109589041097
167503,2020-08-03,2020-08-26,0.0059,put,2.9,0.06301369863013699
157590,2020-08-03,2020-09-23,0.6629,call,2.65,0.13972602739726028
169594,2020-08-03,2020-09-23,0.6,put,3.9,0.13972602739726028
164799,2020-08-03,2020-12-23,0.0906,put,2.957,0.38904109589041097
172128,2020-08-03,2021-03-24,0.1664,put,3.056,0.6383561643835617
160852,2020-08-03,2020-09-23,0.9734,call,2.35,0.13972602739726028
169198,2020-08-03,2020-08-26,0.3903,put,3.7,0.06301369863013699
167719,2020-08-04,2020-08-26,0.0659,put,3.3,0.06027397260273973
162832,2020-08-04,2020-12-23,0.5556,call,2.809,0.3863013698630137
171477,2020-08-04,2021-03-24,0.1929,call,3.549,0.6356164383561644
169652,2020-08-04,2020-12-23,0.1054,call,3.647,0.3863013698630137
162996,2020-08-04,2020-12-23,0.5207,call,2.859,0.3863013698630137
154033,2020-08-04,2020-09-23,0.0116,put,2.8,0.136986301369863
169538,2020-08-04,2020-09-23,0.4692,put,3.8,0.136986301369863
167869,2020-08-04,2020-12-23,0.2033,call,3.351,0.3863013698630137
169884,2020-08-04,2020-12-23,0.068,call,3.844,0.3863013698630137
167829,2020-08-04,2020-08-26,0.1162,put,3.4,0.06027397260273973
154196,2020-08-04,2020-09-23,0.0146,put,2.85,0.136986301369863
168783,2020-08-04,2020-12-23,0.1322,call,3.549,0.3863013698630137
170232,2020-08-04,2020-12-23,0.6078,put,3.844,0.3863013698630137
167547,2020-08-04,2020-08-26,0.0061,put,2.95,0.06027397260273973
152729,2020-08-04,2020-09-23,0.5164,call,2.85,0.136986301369863
168330,2020-08-04,2020-12-23,0.1644,call,3.45,0.3863013698630137
168667,2020-08-04,2020-09-23,0.0617,call,3.6,0.136986301369863
170336,2020-08-04,2021-03-24,0.5248,call,2.908,0.6356164383561644
160283,2020-08-04,2020-09-23,0.9213,call,2.45,0.136986301369863
155174,2020-08-04,2020-09-23,0.1113,put,3.3,0.136986301369863
165317,2020-08-04,2020-12-23,0.3637,call,3.056,0.3863013698630137
164144,2020-08-04,2020-12-23,0.0415,put,2.76,0.3863013698630137
164800,2020-08-04,2020-12-23,0.0809,put,2.957,0.3863013698630137
168271,2020-08-04,2020-09-23,0.2255,put,3.5,0.136986301369863
173268,2020-08-04,2021-03-24,0.5582,call,2.859,0.6356164383561644
162668,2020-08-04,2020-12-23,0.5945,call,2.76,0.3863013698630137
154359,2020-08-04,2020-09-23,0.0187,put,2.9,0.136986301369863
170116,2020-08-04,2020-12-23,0.53,put,3.746,0.3863013698630137
154848,2020-08-04,2020-09-23,0.0464,put,3.1,0.136986301369863
164962,2020-08-04,2020-12-23,0.84,call,2.514,0.3863013698630137
168134,2020-08-04,2020-08-26,0.0478,call,3.5,0.06027397260273973
167633,2020-08-04,2020-08-26,0.0172,put,3.1,0.06027397260273973
152892,2020-08-04,2020-09-23,0.4707,call,2.9,0.136986301369863
155011,2020-08-04,2020-09-23,0.0727,put,3.2,0.136986301369863
169768,2020-08-04,2020-12-23,0.0847,call,3.746,0.3863013698630137
160541,2020-08-04,2020-09-23,0.0045,put,2.45,0.136986301369863
167988,2020-08-04,2020-12-23,0.244,put,3.351,0.3863013698630137
153870,2020-08-04,2020-09-23,0.1235,call,3.4,0.136986301369863
168591,2020-08-04,2020-08-26,0.0285,call,3.6,0.06027397260273973
154685,2020-08-04,2020-09-23,0.0288,put,3.0,0.136986301369863
168725,2020-08-04,2020-09-23,0.3007,put,3.6,0.136986301369863
168629,2020-08-04,2020-08-26,0.2633,put,3.6,0.06027397260273973
167789,2020-08-04,2020-08-26,0.0799,call,3.4,0.06027397260273973
168173,2020-08-04,2020-08-26,0.1834,put,3.5,0.06027397260273973
173107,2020-08-04,2021-03-24,0.4867,put,3.647,0.6356164383561644
164308,2020-08-04,2020-12-23,0.05,put,2.809,0.3863013698630137
167676,2020-08-04,2020-08-26,0.0361,put,3.2,0.06027397260273973
165124,2020-08-04,2020-12-23,0.0191,put,2.514,0.3863013698630137
168212,2020-08-04,2020-09-23,0.0873,call,3.5,0.136986301369863
173429,2020-08-04,2021-03-24,0.0903,put,2.859,0.6356164383561644
170000,2020-08-04,2020-12-23,0.4465,put,3.647,0.3863013698630137
163324,2020-08-04,2020-12-23,0.4333,call,2.957,0.3863013698630137
169595,2020-08-04,2020-09-23,0.5632,put,3.9,0.136986301369863
167590,2020-08-04,2020-08-26,0.009,put,3.0,0.06027397260273973
154522,2020-08-04,2020-09-23,0.0228,put,2.95,0.136986301369863
167332,2020-08-04,2020-08-26,0.1295,call,3.3,0.06027397260273973
169367,2020-08-04,2020-09-23,0.0322,call,3.8,0.136986301369863
167074,2020-08-04,2020-08-26,0.5126,call,2.85,0.06027397260273973
167117,2020-08-04,2020-08-26,0.465,call,2.9,0.06027397260273973
166436,2020-08-04,2020-12-23,0.3039,call,3.154,0.3863013698630137
162504,2020-08-04,2020-12-23,0.649,call,2.711,0.3863013698630137
171966,2020-08-04,2021-03-24,0.1195,put,2.957,0.6356164383561644
157108,2020-08-04,2020-09-23,0.867,call,2.5,0.136986301369863
153218,2020-08-04,2020-09-23,0.3864,call,3.0,0.136986301369863
169088,2020-08-04,2020-08-26,0.0162,call,3.7,0.06027397260273973
169310,2020-08-04,2020-09-23,0.0451,call,3.7,0.136986301369863
170662,2020-08-04,2021-03-24,0.4207,call,3.056,0.6356164383561644
153055,2020-08-04,2020-09-23,0.4332,call,2.95,0.136986301369863
172618,2020-08-04,2021-03-24,0.2914,put,3.351,0.6356164383561644
160412,2020-08-04,2020-09-23,0.0037,put,2.4,0.136986301369863
169424,2020-08-04,2020-09-23,0.0238,call,3.9,0.136986301369863
169236,2020-08-04,2020-08-26,0.4484,put,3.8,0.06027397260273973
157913,2020-08-04,2020-09-23,0.0049,put,2.5,0.136986301369863
167203,2020-08-04,2020-08-26,0.3726,call,3.0,0.06027397260273973
153544,2020-08-04,2020-09-23,0.2315,call,3.2,0.136986301369863
171803,2020-08-04,2021-03-24,0.1059,put,2.908,0.6356164383561644
172455,2020-08-04,2021-03-24,0.2397,put,3.253,0.6356164383561644
155697,2020-08-04,2020-09-23,0.0097,put,2.75,0.136986301369863
157752,2020-08-04,2020-09-23,0.66,call,2.7,0.136986301369863
167031,2020-08-04,2020-08-26,0.5555,call,2.8,0.06027397260273973
166741,2020-08-04,2020-12-23,0.2488,call,3.253,0.3863013698630137
157430,2020-08-04,2020-09-23,0.765,call,2.6,0.136986301369863
169162,2020-08-04,2020-08-26,0.0068,call,3.9,0.06027397260273973
163816,2020-08-04,2020-12-23,0.03,put,2.661,0.3863013698630137
166866,2020-08-04,2020-12-23,0.1918,put,3.253,0.3863013698630137
172129,2020-08-04,2021-03-24,0.156,put,3.056,0.6356164383561644
157591,2020-08-04,2020-09-23,0.7166,call,2.65,0.136986301369863
166988,2020-08-04,2020-08-26,0.61,call,2.75,0.06027397260273973
169199,2020-08-04,2020-08-26,0.3517,put,3.7,0.06027397260273973
162176,2020-08-04,2020-12-23,0.7182,call,2.612,0.3863013698630137
170825,2020-08-04,2021-03-24,0.361,call,3.154,0.6356164383561644
162340,2020-08-04,2020-12-23,0.6792,call,2.661,0.3863013698630137
170988,2020-08-04,2021-03-24,0.3052,call,3.253,0.6356164383561644
169125,2020-08-04,2020-08-26,0.0103,call,3.8,0.06027397260273973
160853,2020-08-04,2020-09-23,1.0115,call,2.35,0.136986301369863
157269,2020-08-04,2020-09-23,0.8204,call,2.55,0.136986301369863
167504,2020-08-04,2020-08-26,0.0044,put,2.9,0.06027397260273973
172292,2020-08-04,2021-03-24,0.1953,put,3.154,0.6356164383561644
166574,2020-08-04,2020-12-23,0.1472,put,3.154,0.3863013698630137
153381,2020-08-04,2020-09-23,0.3054,call,3.1,0.136986301369863
170499,2020-08-04,2021-03-24,0.4811,call,2.957,0.6356164383561644
167160,2020-08-04,2020-08-26,0.4121,call,2.95,0.06027397260273973
168448,2020-08-04,2020-12-23,0.3052,put,3.45,0.3863013698630137
167375,2020-08-04,2020-08-26,0.0019,put,2.75,0.06027397260273973
155535,2020-08-04,2020-09-23,0.6196,call,2.75,0.136986301369863
172781,2020-08-04,2021-03-24,0.3546,put,3.45,0.6356164383561644
155337,2020-08-04,2020-09-23,0.1631,put,3.4,0.136986301369863
163652,2020-08-04,2020-12-23,0.0257,put,2.612,0.3863013698630137
160154,2020-08-04,2020-09-23,0.9788,call,2.4,0.136986301369863
153707,2020-08-04,2020-09-23,0.1703,call,3.3,0.136986301369863
158557,2020-08-04,2020-09-23,0.0082,put,2.7,0.136986301369863
167246,2020-08-04,2020-08-26,0.2803,call,3.1,0.06027397260273973
163160,2020-08-04,2020-12-23,0.4754,call,2.908,0.3863013698630137
163980,2020-08-04,2020-12-23,0.0363,put,2.711,0.3863013698630137
169273,2020-08-04,2020-08-26,0.543,put,3.9,0.06027397260273973
167418,2020-08-04,2020-08-26,0.0025,put,2.8,0.06027397260273973
160981,2020-08-04,2020-09-23,0.0035,put,2.35,0.136986301369863
168900,2020-08-04,2020-12-23,0.3715,put,3.549,0.3863013698630137
